dia;mes;año;Fecha;Regíon;Volcan;Hora reporte;Hora evento;Tipo de evento;ML;DR [cm2];Prof (km);Tiempo en genarar el reporte;Comentarios;Nivel de alerta;REAV y enlace a documento;;;;;;;;;
26;11;2019;26-11-2019;Región de Ñuble;Nevados de Chillán;07:35;07:09;LP y EX;-;560;0,7;00:26;Señal acustica de 74,3  Pa reducidos. La columna de gases tuvo una altura de 500m aprox.;Naranja;REAV Región de Ñuble, 26 noviembre de 2019, 07:35 (Horario Local);;;;;;;;;
26;11;2019;26-11-2019;Región de Ñuble;Nevados de Chillán;11:00;10:42;LP y EX;-;807;0,6;00:18;Señal acustica de 11,2  Pa reducidos. La columna de gases tuvo una altura de 1000m aprox.;Naranja;REAV Región de Ñuble, 26 noviembre de 2019, 11:00 (Horario Local);;;;;;;;;
27;11;2019;27-11-2019;Región de Ñuble;Nevados de Chillán;06:20;06:00;LP y EX;-;529;0,3;00:20;Señal acustica de 19,9  Pa reducidos. La columna de gases tuvo una altura de 1300m aprox.;Naranja;REAV Región de Ñuble, 27 noviembre de 2019, 06:20 (Horario Local);;;;;;;;;
30;11;2019;30-11-2019;Región de Ñuble;Nevados de Chillán;06:15;05:53;LP y EX;-;650;0,6;00:22;Señal acustica de 1,6  Pa reducidos. La columna de gases tuvo una altura de 700m aprox.;Naranja;REAV Región de Ñuble, 30 noviembre de 2019, 06:15 (Horario Local);;;;;;;;;
30;11;2019;30-11-2019;Región de Ñuble;Nevados de Chillán;23:28;23:01;LP y EX;-;570;1,4;00:27;Señal acustica de 3,8  Pa reducidos. La columna de gases tuvo una altura de 100m aprox.;Naranja;REAV Región de Ñuble, 30 noviembre de 2019, 23:28 (Horario Local);;;;;;;;;
1;12;2019;01-12-2019;Región de Ñuble;Nevados de Chillán;05:45;05:20;LP y EX;-;503;1,2;00:25;Señal acustica de 4,6  Pa reducidos. La columna de gases tuvo una altura de 300m aprox.;Naranja;REAV Región de Ñuble, 01 diciembre de 2019, 05:45 (Horario Local);;;;;;;;;
1;12;2019;01-12-2019;Región de Ñuble;Nevados de Chillán;07:15;06:59;LP y EX;-;688;1,6;00:16;Señal acustica de 3,9  Pa reducidos. La columna de gases tuvo una altura de 600m aprox.;Naranja;REAV Región de Ñuble, 01 diciembre de 2019, 07:15 (Horario Local);;;;;;;;;
1;12;2019;01-12-2019;Región de Ñuble;Nevados de Chillán;07:45;07:26;LP y EX;-;577;3,8;00:19;Señal acustica de 1,6  Pa reducidos. La columna de gases tuvo una altura de 600m aprox.;Naranja;REAV Región de Ñuble, 01 diciembre de 2019, 07:45 (Horario Local);;;;;;;;;
1;12;2019;01-12-2019;Región de Ñuble;Nevados de Chillán;15:50;15:29;LP y EX;-;536;3,4;00:21;Señal acustica de 4,9  Pa reducidos. La columna de gases tuvo una altura de 700m aprox.;Naranja;REAV Región de Ñuble, 01 diciembre de 2019, 15:50 (Horario Local);;;;;;;;;
1;12;2019;01-12-2019;Región de Ñuble;Nevados de Chillán;16:40;16:18;LP y EX;-;513;0,3;00:22;Señal acustica de 10,5  Pa reducidos. La columna de gases tuvo una altura de 800m aprox.;Naranja;REAV Región de Ñuble, 01 diciembre de 2019, 16:40 (Horario Local);;;;;;;;;
3;12;2019;03-12-2019;Región de Ñuble;Nevados de Chillán;13:30;12:55;LP y EX;-;501;0,7;00:35;Señal acustica de 2,1  Pa reducidos. La columna de gases tuvo una altura de 1000m aprox.;Naranja;REAV Región de Ñuble, 03 diciembre de 2019, 13:30 (Horario Local);;;;;;;;;
3;12;2019;03-12-2019;Región de Ñuble;Nevados de Chillán;16:10;15:20;LP y EX;-;504;0,4;00:50;Señal acustica de 1  Pa reducidos. La columna de gases tuvo una altura de 1000m aprox.;Naranja;REAV Región de Ñuble, 03 diciembre de 2019, 16:10 (Horario Local);;;;;;;;;
3;12;2019;03-12-2019;Región de Ñuble;Nevados de Chillán;20:20;19:58;LP y EX;-;609;1,8;00:22;Señal acustica de 4,7  Pa reducidos. La columna de gases tuvo una altura de 600m aprox.;Naranja;REAV Región de Ñuble, 03 diciembre de 2019, 20:20 (Horario Local);;;;;;;;;
4;12;2019;04-12-2019;Región de Ñuble;Nevados de Chillán;02:35;02:02;LP y EX;-;579    562;2;00:33;La columna de gases tuvo una altura de 200m aprox.;Naranja;REAV Región de Ñuble, 04 diciembre de 2019, 02:35 (Horario Local);;;;;;;;;
5;12;2019;05-12-2019;Región de Ñuble;Nevados de Chillán;11:51;11:32;LP y EX;-;946;1,7;00:19;Señal acustica de 119 Pa reducidos. La columna de gases tuvo una altura de 1600m aprox.;Naranja;REAV Región de Ñuble, 05 diciembre de 2019, 11:51 (Horario Local);;;;;;;;;
6;12;2019;06-12-2019;Región de Ñuble;Nevados de Chillán;07:30;06:38;LP y EX;-;565 525;3,3 0,8;00:52;Se registran dos explosiones, la mayor de 565 cm*cm. Se observa una columna de gases de unos 500m aprox.;Naranja;REAV Región de Ñuble, 06 diciembre de 2019, 07:30 (Horario Local);;;;;;;;;
6;12;2019;06-12-2019;Región de Ñuble;Nevados de Chillán;11:40;11:21;LP y EX;-;500;1,4;00:19;La columna de gases tuvo una altura de 400m aprox.;Naranja;REAV Región de Ñuble, 06 diciembre de 2019, 11:40 (Horario Local);;;;;;;;;
6;12;2019;06-12-2019;Región de Ñuble;Nevados de Chillán;12:15;11:58;LP y EX;-;533;0,1;00:17;La columna de gases tuvo una altura de 400m aprox.;Naranja;REAV Región de Ñuble, 06 diciembre de 2019, 12:15 (Horario Local);;;;;;;;;
7;12;2019;07-12-2019;Región de Ñuble;Nevados de Chillán;05:00;04:31;LP y EX;-;502;0,5;00:29;La columna de gases tuvo una altura de 200m aprox.;Naranja;REAV Región de Ñuble, 07 diciembre de 2019, 05:00 (Horario Local);;;;;;;;;
8;12;2019;08-12-2019;Región de Ñuble;Nevados de Chillán;22:35;22:21;LP y EX;-;1360;0,3;00:14;Señal acustica de 17,5 Pa reducidos.;Naranja;REAV Región de Ñuble, 08 diciembre de 2019, 22:35 (Horario Local);;;;;;;;;
9;12;2019;09-12-2019;Región de Ñuble;Nevados de Chillán;05:10;04:50;LP y EX;-;542;1,7;00:20;Señal acustica de 141 Pa reducidos.;Naranja;REAV Región de Ñuble, 09 diciembre de 2019, 05:10 (Horario Local);;;;;;;;;
9;12;2019;09-12-2019;Región de Ñuble;Nevados de Chillán;07:00;06:47;LP y EX;-;1337;0,6;00:13;Señal acustica de 42 Pa reducidos.;Naranja;REAV Región de Ñuble, 09 diciembre de 2019, 07:00 (Horario Local);;;;;;;;;
9;12;2019;09-12-2019;Región de Ñuble;Nevados de Chillán;18:25;18:05;LP y EX;-;1197;0,2;00:20;Señal acustica de 18 Pa reducidos. La columna de gases tuvo una altura de 1000m aprox.;Naranja;REAV Región de Ñuble, 09 diciembre de 2019, 18:25 (Horario Local);;;;;;;;;
10;12;2019;10-12-2019;Región de Ñuble;Nevados de Chillán;05:15;05:02;LP y EX;-;755;0,7;00:13;Señal acustica de 28 Pa reducidos.;Naranja;REAV Región de Ñuble, 10 diciembre de 2019, 05:15 (Horario Local);;;;;;;;;
10;12;2019;10-12-2019;Región de Ñuble;Nevados de Chillán;11:59;11:59;LP y EX;-;960;2,4;00:00;Señal acustica de 24 Pa reducidos. La columna de gases tuvo una altura de 1200m aprox.;Naranja;REAV Región de Ñuble, 10 diciembre de 2019, 11:59 (Horario Local);;;;;;;;;
11;12;2019;11-12-2019;Región de Ñuble;Nevados de Chillán;02:10;01:50;LP y EX;-;718;1,7;00:20;Señal acustica de 8 Pa reducidos. La columna de gases tuvo una altura de 200m aprox.;Naranja;REAV Región de Ñuble, 11 diciembre de 2019, 02:10 (Horario Local);;;;;;;;;
11;12;2019;11-12-2019;Región de Ñuble;Nevados de Chillán;06:40;06:27;LP y EX;-;842;1,1;00:13;Señal acustica de 3 Pa reducidos. La columna de gases tuvo una altura de 1100m aprox.;Naranja;REAV Región de Ñuble, 11 diciembre de 2019, 06:40 (Horario Local);;;;;;;;;
11;12;2019;11-12-2019;Región de Ñuble;Nevados de Chillán;10:34;10:06;VT;3,3;-;4;00:28;-;Naranja;REAV Región de Ñuble, 11 diciembre de 2019, 10:34 (Horario Local);;;;;;;;;
12;12;2019;12-12-2019;Región de Ñuble;Nevados de Chillán;12:50;12:32;LP y EX;-;870;1,9;00:18;Señal acustica de 93 Pa reducidos. La columna de gases tuvo una altura de 1800m aprox.;Naranja;REAV Región de Ñuble, 12 diciembre de 2019, 12:50 (Horario Local);;;;;;;;;
12;12;2019;12-12-2019;Región de Ñuble;Nevados de Chillán;16:40;16:25;VT;3;-;3,2;00:15;-;Naranja;REAV Región de Ñuble, 12 diciembre de 2019, 16:40 (Horario Local);;;;;;;;;
13;12;2019;13-12-2019;Región de Ñuble;Nevados de Chillán;14:10;13:57;LP y EX;-;587;0,6;00:13;Señal acustica de 4,2 Pa reducidos.;Naranja;REAV Región de Ñuble, 13 diciembre de 2019, 14:10 (Horario Local);;;;;;;;;
14;12;2019;14-12-2019;Región de Ñuble;Nevados de Chillán;20:15;19:56;LP y EX;-;1351;0,6;00:19;Señal acustica de 13,6 Pa reducidos.;Naranja;REAV Región de Ñuble, 14 diciembre de 2019, 20:15 (Horario Local);;;;;;;;;
16;12;2019;16-12-2019;Región del Maule;Planchón-Peteroa;10:30;10:02;VT;3;-;3,8;00:28;-;Verde;REAV Región del Maule, 16 diciembre de 2019, 10:30 (Horario Local);;;;;;;;;
19;12;2019;19-12-2019;Región de Antofagasta;Ollagüe;17:00;16:18;VT;3,6;-;0,5;00:42;-;Verde;REAV Región de Antofagasta, 19 diciembre de 2019, 17:00 (Horario Local);;;;;;;;;
19;1;2020;19-01-2020;Región de Ñuble;Nevados de Chillán;02:17;02:09;VT;3,2;;4,1;00:08;-;Naranja;REAV Región de Ñuble, 19 enero de 2020, 02:17 (Horario Local);;;;;;;;;
19;1;2020;19-01-2020;Región de Ñuble;Nevados de Chillán;16:50;16:32;VT;3,6;-;3,3;00:18;-;Naranja;REAV Región de Ñuble, 19 enero de 2020, 16:50 (Horario Local);;;;;;;;;
22;1;2020;22-01-2020;Región de Ñuble;Nevados de Chillán;03:48;03:22;VT;3,3;-;3,9;00:26;-;Naranja;REAV Región de Ñuble, 22 enero de 2020, 03:48 (Horario Local);;;;;;;;;
30;1;2020;30-01-2020;Región de Ñuble;Nevados de Chillán;04:00;03:12;VT;3,7;-;2,6;00:48;-;Naranja;REAV Región de Ñuble, 30 enero de 2020, 04:00 (Horario Local);;;;;;;;;
30;1;2020;30-01-2020;Región de Ñuble;Nevados de Chillán;09:10;08:10;VT;3,6;-;2,6;01:00;-;Naranja;REAV Región de Ñuble, 30 enero de 2020, 09:10 (Horario Local);;;;;;;;;
30;1;2020;30-01-2020;Región de Ñuble;Nevados de Chillán;14:30;13:56;LP y EX;-;90;-;00:34;Se registra un emisión de gases y M.P con una altura de 3,4 km sobre el cráter activo.;Naranja;REAV Región de Ñuble, 30 enero de 2020, 14:30 (Horario Local);;;;;;;;;
30;1;2020;30-01-2020;Región de Ñuble;Nevados de Chillán;16:00;15:45;VT;3,6;-;3,8;00:15;-;Naranja;REAV Región de Ñuble, 30 enero de 2020, 16:00 (Horario Local);;;;;;;;;
31;1;2020;31-01-2020;Región de Ñuble;Nevados de Chillán;10:40;10:27;VT;3,1;-;3,5;00:13;-;Naranja;REAV Región de Ñuble, 31 enero de 2020, 10:40 (Horario Local);;;;;;;;;
31;1;2020;31-01-2020;Región de Los Lagos;Antillanca - Casablanca;13:15;12:45;VT;3;-;3,9;00:30;Anterior al evento, se registran 8 VT de menor magnitud.;Verde;REAV Región de Los Lagos, 31 enero de 2020, 13:15 (Horario Local);;;;;;;;;
1;2;2020;01-02-2020;Región de Los Lagos;Antillanca - Casablanca;07:40;07:12;VT;3,2;-;3,2;00:28;-;Verde;REAV Región de Los Lagos, 01 febrero de 2020, 07:40 (Horario Local);;;;;;;;;
2;2;2020;02-02-2020;Región del Maule;Descabezado Grande;17:20;16:10;VT;3;-;1,5;01:10;-;Verde;REAV Región del Maule, 02 febrero de 2020, 17:20 (Horario Local);;;;;;;;;
7;2;2020;07-02-2020;Región de Ñuble;Nevados de Chillán;20:40;20:07;VT;3,1;-;2,7;00:33;-;Naranja;REAV Región de Ñuble, 07 febrero de 2020, 20:40 (Horario Local);;;;;;;;;
9;2;2020;09-02-2020;Región de La Araucanía;Lonquimay;08:50;07:14;VT;2,9;-;7,8;01:36;Se registra un enjambre sismico de 105 eventos VT en 4 horas, localizados en torno al cráter principal.;Verde;REAV Región de La Araucanía, 09 febrero de 2020, 08:50 (Horario Local);;;;;;;;;
11;2;2020;11-02-2020;Región de Ñuble;Nevados de Chillán;22:30;22:06;VT;3,5;-;3,7;00:24;-;Naranja;REAV Región de Ñuble, 11 febrero de 2020, 22:30 (Horario Local);;;;;;;;;
12;2;2020;12-02-2020;Región de Ñuble;Nevados de Chillán;03:15;02:59;VT;3,7;-;4,2;00:16;-;Naranja;REAV Región de Ñuble, 12 febrero de 2020, 03:15 (Horario Local);;;;;;;;;
13;2;2020;13-02-2020;Región de Ñuble;Nevados de Chillán;01:55;01:26;VT;3,4;-;3,7;00:29;-;Naranja;REAV Región de Ñuble, 13 febrero de 2020, 01:55 (Horario Local);;;;;;;;;
13;2;2020;13-02-2020;Región de Ñuble;Nevados de Chillán;09:30;09:14;VT;3,4;-;4,1;00:16;-;Naranja;REAV Región de Ñuble, 13 febrero de 2020, 09:30 (Horario Local);;;;;;;;;
16;2;2020;16-02-2020;Región de Ñuble;Nevados de Chillán;16:24;15:56;VT;3,3;-;4;00:28;-;Naranja;REAV Región de Ñuble, 16 febrero de 2020, 16:24 (Horario Local);;;;;;;;;
23;2;2020;23-02-2020;Región de Ñuble;Nevados de Chillán;01:30;01:04;VT;3,3;-;3,8;00:26;El evento fue precedido por 4 sismos de fractura de menor magnitud.;Naranja;REAV Región de Ñuble, 23 febrero de 2020, 01:30 (Horario Local);;;;;;;;;
2;3;2020;02-03-2020;Región de Ñuble;Nevados de Chillán;13:45;13:27;VT;3,4;-;3,5;00:18;-;Naranja;REAV Región de Ñuble, 02 marzo de 2020, 13:45 (Horario Local);;;;;;;;;
5;3;2020;05-03-2020;Región de Ñuble;Nevados de Chillán;11:00;-;-;-;-;-;- ;Desde el 14 de Diciembre de 2019 se ha evidenciado una disminucion significativa de la ocurrencia y magnitud de los eventos asociados a fluidos, además de eventos VT de magnitud importante y una deformación continua con pequeñas variaciones en sus tasas. Esto sugiere una reacomodación de un cuerpo magmatico desgasificado que ejerce presión sobre las paredes de la roca circundante. En el escenario actual es esperable la continuidad de actividad explosiva menor, con baja probabilidad de una erupción mayor a corto plazo. Se cambia la alerta a AMARILLA.;Amarilla;REAV Región de Ñuble, 05 marzo de 2020, 11:00 (Horario Local);;;;;;;;;
11;3;2020;11-03-2020;Región de Los Lagos;Antillanca - Casablanca;18:00;-;-;-;-;-;- ;Luego del disparo sísmico del día 9 de marzo donde se registraron 73 eventos VT con una magnitud máx. de 1.8, y sumado al enjambre de 131 sismos VT del día 31 de Enero y 1 de Febrero, donde se registraron dos eventos con ML superior a 3.0, se considera que el complejo se encuentra sobre su nivel base de actividad, por lo que se cambia la alerta a AMARILLA.;Amarilla;REAV Región de Los Lagos, 11 marzo de 2020, 18:00 (Horario Local);;;;;;;;;
14;3;2020;14-03-2020;Región de Los Ríos;Puyehue-Cordón Caulle;08:45;-;VT;2,2;-;4,3;- ;Se registra un enjambre sísmico de eventos VT, 185 eventos en 2 horas. A la hora de enviar el reporte, continua el registro de sismos VT.;Verde;REAV Región de Los Ríos, 14 marzo de 2020, 08:45 (Horario Local);;;;;;;;;
17;3;2020;17-03-2020;Región de Ñuble;Nevados de Chillán;14:25;13:53;VT;3;-;3,5;00:32;-;Amarilla;REAV Región de Ñuble, 17 marzo de 2020, 14:25 (Horario Local);;;;;;;;;
20;3;2020;20-03-2020;Región del Maule;Laguna del Maule;17:00;-;-;-;-;-;- ;Mediante campañas de muestro de dióxido de carbono difuso a través del suelo, efectuadas en marzo 2019 y febrero 2020, se logra identificar una zona de anomalía de este gas, especificamente en el sector Las Nieblas. Se estimó un incremento significiativo en el promedio de flujo de CO2 durante 2020 alcanzando un valor de 14.469 [g m-2 d-1], respecto al año 2019 correspondiente a 3.736 [g m-2 d-1]. Se destaca que en ambas campañas se observó la presencia de fauna muerta (animales de bajo peso), además de visualizarse una mayor extensión de las emanaciones de gases y alteraciones de suelo de color marrón-naranja durante 2020.;Verde;REAV Región del Maule, 20 marzo de 2020, 17:00 (Horario Local);;;;;;;;;
22;3;2020;22-03-2020;Región de Ñuble;Nevados de Chillán;16:00;15:33;VT;3,4;-;4,1;00:27;-;Amarilla;REAV Región de Ñuble, 22 marzo de 2020, 16:00 (Horario Local);;;;;;;;;
24;3;2020;24-03-2020;Región de Ñuble;Nevados de Chillán;06:49;06:19;VT;4,3;-;2,9;00:30;-;Amarilla;REAV Región de Ñuble, 24 marzo de 2020, 06:49 (Horario Local);;;;;;;;;
24;3;2020;24-03-2020;Región de Arica y Parinacota;Guallatiri;21:34;21:07;VT;3,6;-;7,1;00:27;-;Verde;REAV Región de Arica y Parinacota, 24 marzo de 2020, 21:34 (Horario Local);;;;;;;;;
3;4;2020;03-04-2020;Región de Los Lagos;Chaitén;09:08;04:17;HB;2,8;600;3.2;04:51;-;Verde;REAV Región de Los Lagos, 03 abril de 2020, 09:08 (Horario Local);;;;;;;;;
8;4;2020;08-04-2020;Región de Ñuble;Nevados de Chillán;18:08;17:54;LP y EX;-;500;0,4;00:14;La columna de gases tuvo una altura de 3700m aprox. Señal acústica de 9,1 Pa reducidos.;Amarilla;REAV Región de Ñuble, 08 abril de 2020, 18:08 (Horario Local);;;;;;;;;
12;4;2020;12-04-2020;Región de Ñuble;Nevados de Chillán;15:10;14:07;LP y EX;-;15;0,4;01:03;La columna de gases tuvo una altura de 2300m aprox. ;Amarilla;REAV Región de Ñuble, 12 abril de 2020, 15:10 (Horario Local);;;;;;;;;
13;4;2020;13-04-2020;Región de Ñuble;Nevados de Chillán;09:50;09:25;LP y EX;-;109,5;0,5;00:25;La columna de gases tuvo una altura de 2560m aprox. Señal acústica de 3,6 Pa reducidos.;Amarilla;REAV Región de Ñuble, 13 abril de 2020, 09:50 (Horario Local);;;;;;;;;
15;4;2020;15-04-2020;Región del Biobío;Copahue;08:50;08:07;VT;3;-;4,4;00:43;-;Verde;REAV Región del Biobío, 15 abril de 2020, 08:50 (Horario Local);;;;;;;;;
17;4;2020;17-04-2020;Región de Arica y Parinacota;Parinacota;23:50;-;VT;1,8;-;4,5;- ;Se registra un enjambre de sismos VT: 42 eventos en 60 minutos. ;Verde;REAV Región de Arica y Parinacota, 17 abril de 2020, 23:50 (Horario Local);;;;;;;;;
20;4;2020;20-04-2020;Región de Ñuble;Nevados de Chillán;20:20;20:07;VT;3;-;4;00:13;-;Amarilla;REAV Región de Ñuble, 20 abril de 2020, 20:20 (Horario Local);;;;;;;;;
21;4;2020;21-04-2020;Región de Ñuble;Nevados de Chillán;13:48;13:33;TR y EX;-;180;0,3;00:15;La columna de gases tuvo una altura de 2380m aprox. Señal acústica de 10 Pa reducidos.;Amarilla;REAV Región de Ñuble, 21 abril de 2020, 13:48 (Horario Local);;;;;;;;;
25;4;2020;25-04-2020;Región del Maule;Planchón-Peteroa;22:40;20:23;VT;3,1;-;9,2;02:17;-;Verde;REAV Región del Maule, 25 abril de 2020, 22:40 (Horario Local);;;;;;;;;
2;5;2020;02-05-2020;Región de Los Ríos;Puyehue-Cordón Caulle;19:55;19:33;VT;3;-;3,1;00:22;-;Verde;REAV Región de Los Ríos, 02 mayo de 2020, 19:55 (Horario Local);;;;;;;;;
6;5;2020;06-05-2020;Región de Ñuble;Nevados de Chillán;18:06;17:47;LP y EX;-;350;0,8;00:19;La columna de gases tuvo una altura de 2500m aprox. Señal acústica de 19,9 Pa reducidos. Se destaca un segundo pulso con una altura de 1600m aprox.;Amarilla;REAV Región de Ñuble, 06 mayo de 2020, 18:06 (Horario Local);;;;;;;;;
11;5;2020;11-05-2020;Región de Ñuble;Nevados de Chillán;08:55;08:06;VT;3;-;4,5;00:49;-;Amarilla;REAV Región de Ñuble, 11 mayo de 2020, 08:55 (Horario Local);;;;;;;;;
20;5;2020;20-05-2020;Región del Biobío;Copahue;03:40;02:58;VT;3;-;1,5;00:42;-;Verde;REAV Región del Biobío, 20 mayo de 2020, 03:40 (Horario Local);;;;;;;;;
22;5;2020;22-05-2020;Región de Ñuble;Nevados de Chillán;12:20;11:36;LP y EX;-;377;0,8;00:44;La columna de gases tuvo una altura de 2200m aprox. Señal acústica de 23,7 Pa reducidos.;Amarilla;REAV Región de Ñuble, 22 mayo de 2020, 12:20 (Horario Local);;;;;;;;;
29;5;2020;29-05-2020;Región de La Araucanía y Los Ríos;Villarrica;06:50;06:02;VT;3,2;-;8,9;00:48;-;Amarilla;REAV Región de La Araucanía y Los Ríos, 29 mayo de 2020, 06:50 (Horario Local);;;;;;;;;
31;5;2020;31-05-2020;Región de Ñuble;Nevados de Chillán;19:35;19:09;VT;3;-;2,6;00:26;-;Amarilla;REAV Región de Ñuble, 31 mayo de 2020, 19:35 (Horario Local);;;;;;;;;
5;6;2020;05-06-2020;Región de Arica y Parinacota;Guallatiri;08:35;08:04;VT;3;-;10,2;00:31;Posterior al evento se registraron 7 eventos VT de menor magnitud. No se observa cambios en la actividad superficial asociada al evento;Verde;REAV Región de Arica y Parinacota, 05 junio de 2020, 08:35 (Horario Local);;;;;;;;;
5;6;2020;05-06-2020;Región de Arica y Parinacota;Guallatiri;09:10;08:44;VT;3,1;-;10,1;00:26;Posterior al evento se registraron 9 eventos VT de menor magnitud. No se observa cambios en la actividad superficial asociada al evento;Verde;REAV Región de Arica y Parinacota, 05 junio de 2020, 09:10 (Horario Local);;;;;;;;;
6;6;2020;06-06-2020;Región de Ñuble;Nevados de Chillán;04:50;04:17;LP y EX;-;511;6;00:33;La columna de gases tuvo una altura superior a 760m, excediendo el límite de la cámara Portezuelo. Señal acústica de 9,1 Pa reducidos. Se observan de forma preliminar, flujos piroclasticos basales distribuidos hacia el N, NO, E y SE principalmente.;Amarilla;REAV Región de Ñuble, 06 junio de 2020, 04:50 (Horario Local);;;;;;;;;
7;6;2020;07-06-2020;Región de Ñuble;Nevados de Chillán;03:25;02:57;VT;3;-;2,6;00:28;-;Amarilla;REAV Región de Ñuble, 07 junio de 2020, 03:25 (Horario Local);;;;;;;;;
8;6;2020;08-06-2020;Región de Ñuble;Nevados de Chillán;06:25;05:30;VT;3,0       3,2;-;1,1      3,0;00:55;Se registran dos eventos VT con magnitud 3.0 y 3.2 respectivamente. No se observa actividad superficial asociada a los eventos.;Amarilla;REAV Región de Ñuble, 08 junio de 2020, 06:25 (Horario Local);;;;;;;;;
10;6;2020;10-06-2020;Región de Ñuble;Nevados de Chillán;04:20;03:09;LP;-;890;4,2;01:11;-;Amarilla;REAV Región de Ñuble, 10 junio de 2020, 04:20 (Horario Local);;;;;;;;;
10;6;2020;10-06-2020;Región de Ñuble;Nevados de Chillán;20:50;-;-;-;-;-;- ;Desde el día 9 se observan cambios en el comportamiento volcánico, registrando un evento TR con un DR=56 cm*cm el cual estuvo asociado a emisión de gases y MP de manera continua. Luego de decaer, se observa un nuevo evento TR con un DR de 62 cm*cm el cual perduro aproximadamente 4 hrs. A las 03:09 se registra un sismo LP energético reevaluado como Híbrido, sismo que aparentemente detonó una serie de explosiones asociadas con salida de gas y MP desde el cráter activo. Algunos aspectos de esta actividad fueron experimentados en forma previa a la emsión de flujos de lava en agosto de 2019.;Amarilla;REAV Región de Ñuble, 10 junio de 2020, 20:50 (Horario Local);;;;;;;;;
11;6;2020;11-06-2020;Región del Maule;Laguna del Maule;17:50;-;VT;1,9;-;8,4;- ;Se registra un enjambre sismico de 400 eventos VT en 4 horas, localizados en el sector Las Nieblas;Verde;REAV Región del Maule, 11 junio de 2020, 17:50 (Horario Local);;;;;;;;;
13;6;2020;13-06-2020;Región del Maule;Laguna del Maule;01:23;-;VT;1;-;2,4;- ;Se registra un enjambre sismico de 121 eventos VT en 3 horas, localizados en el sector Las Nieblas. Esta actividad es posterior al enjambre reportado en el REAV el día 11 a las 17:50;Verde;REAV Región del Maule, 13 junio de 2020, 01:23 (Horario Local);;;;;;;;;
15;6;2020;15-06-2020;Región de Ñuble;Nevados de Chillán;16:45;-;-;-;-;-;- ;Mediante imágenes satelitales se observa el emplazamiento de un cuerpo magmático en el cráter activo, el cuál se observa por lo menos desde el día 11 de junio. La tasa de extrusión de este cuerpo pareciera ser superior a la observada durante el emplazamiento del domo en 2017-2018 y de los flujos de lava del 2019.;Amarilla;REAV Región de Ñuble, 15 junio de 2020, 16:45 (Horario Local);;;;;;;;;
16;6;2020;16-06-2020;Región del Maule;Laguna del Maule;10:06;-;VT;2,4;-;1,8;- ;Se registra un enjambre sismico de 190 eventos VT desde las 23:34 del día anterior, localizados en el sector Las Nieblas;Verde;REAV Región del Maule, 16 junio de 2020, 10:06 (Horario Local);;;;;;;;;
17;6;2020;17-06-2020;Región del Biobío;Copahue;15:30;-;-;-;-;-;- ;Durante los últimos días la actividad ha registrado variaciones relacionadas con oscilaciones en la energía del tremor sísmico continuo, además de emisión de MP asociado a una columna de gases de baja altura.  Se cambia la alerta a AMARILLA;Amarilla;REAV Región del Biobío, 17 junio de 2020, 15:30 (Horario Local);;;;;;;;;
18;6;2020;18-06-2020;Región del Maule;Laguna del Maule;17:00;-;-;-;-;-;- ;Desde el día 11 de junio se registra un aumento en la actividad VT, en forma de enjambres sísmicos reportados los días 11, 13 y 16 de junio. Estos eventos se localizan al SO de la Laguna del Maule, en el sector Las Nieblas. En ese mismo sector se registró una anomalía de CO2 difuso a través del suelo, lo que fue reportado el día 20 de marzo. Se cambia la alerta a AMARILLA;Amarilla;REAV Región del Maule, 18 junio de 2020, 17:00 (Horario Local);;;;;;;;;
24;6;2020;24-06-2020;Región de Ñuble;Nevados de Chillán;18:00;-;-;-;-;-;- ;Mediante las estaciones GNSS se observa una evolución en el proceso inflacionario, con una tasa máxima de 2,49cm/mes. El alzamiento acumulado desde el inicio del proceso inflacionario (julio 2019) alcanzó un máximo de 22,5 cm en la estación FRESCO.;Amarilla;REAV Región de Ñuble, 24 junio de 2020, 18:00 (Horario Local);;;;;;;;;
24;6;2020;24-06-2020;Región de Ñuble;Nevados de Chillán;20:00;19:30;VT;3,7;-;3,6;00:30;-;Amarilla;REAV Región de Ñuble, 24 junio de 2020, 20:00 (Horario Local);;;;;;;;;
2;7;2020;02-07-2020;Región de Ñuble;Nevados de Chillán;20:20;-;-;-;-;-;- ;Por medio de cámaras IP, desde el día 27 de junio se puede observar un flujo de lava proveniente del cráter activo descendendo por la ladera en dirección norte. Mediante imágenes satelitales se logra registrar un avance de 40m aprox desde el borde del cráter, estimandose una tasa de emisión de 0,2 m3/s. Mediante cámara térmica se logra medir una temperatura máxima de 110°C en la superficie del cuerpo efusivo. Durante estos días se ha registrado una anomalía térmica de 1 MW, valor considerado bajo. ;Amarilla;REAV Región de Ñuble, 02 julio de 2020, 20:20 (Horario Local);;;;;;;;;
9;7;2020;09-07-2020;Región de Ñuble;Nevados de Chillán;19:15;18:57;VT;3,6;-;1,7;00:18;-;Amarilla;REAV Región de Ñuble, 09 julio de 2020, 19:15 (Horario Local);;;;;;;;;
14;7;2020;14-07-2020;Región de Arica y Parinacota;Taapacá;07:30;06:59;VT;3;-;0,2;00:31;-;Verde;REAV Región de Arica y Parinacota, 14 julio de 2020, 07:30 (Horario Local);;;;;;;;;
